"ID","x","y"
1,7.21342616132461,8.14354083358977
2,6.51349544525146,4.90798088152632
3,15.2001724916045,9.43369538744116
4,12.9168331483379,11.4969712996788
5,13.3811642159708,10.1226818219998
6,16.4381756749935,9.38983875979854
7,10.4761684825644,10.116867756593
8,18.7917998572811,11.0262174447918
9,5.01575150643475,7.66569997603767
10,9.22344556660391,8.88530792850793
11,16.9402277341578,11.2457863486606
12,5.86288289399818,5.15841720383213
13,10.9660722967237,8.12329952638649
14,11.0218874283601,11.0739176768424
15,13.1782718014438,9.71560171582768
16,10.4100080288481,10.2916503040887
17,7.99104097066447,10.2279566136844
18,15.0371010461822,10.8145241330406
19,18.8986942789052,11.3671959989266
20,18.5891008272301,10.7438962826443
21,14.1868821287062,8.69778811394291
22,13.2571485592052,11.5733328028069
23,10.9555920329876,10.7205971486511
24,16.2762408645358,12.1489288406566
25,8.86229037656449,8.81409801283928
26,12.2225022804923,10.7071608699163
27,18.7466376251541,11.4948720359269
28,7.25220200140029,9.4307670090722
29,12.9626585287042,9.89965765892243
30,17.6645727513824,11.7054211732512
31,12.8702141833492,11.1086247519003
32,13.6993998917751,11.2139484393924
33,16.2743607617449,10.9598758900854
34,14.9306823709048,12.6574318014919
35,17.1610488859005,12.1278882305286
36,19.0502624108922,13.3235190528908
37,8.15108136623167,8.25887619549188
38,18.381289098179,12.3277152125674
39,11.8973284459207,10.2401916782211
40,18.8608334981836,12.4562052095843
41,19.2640599224251,11.9388732766332
42,8.74103982932866,10.088366487277
43,14.718071782263,6.74731651464739
44,14.2196168377995,12.7002476347507
45,9.16674703126773,10.0397998870756
46,7.12931458023377,5.55680631752788
47,10.7344018190634,9.60676835705954
48,14.3938300048467,9.30469696085059
49,14.329063402256,10.5278965690982
50,9.3672615417745,9.79205898240304
51,7.21136090578511,8.78256556471645
52,8.22099370649084,9.51940598513945
53,10.849328202894,11.1630781321805
54,19.9468598340172,11.5097214321845
55,7.20958925434388,8.96530485714088
56,10.4676700918935,8.76870065728844
57,9.17934238445014,9.74155114707433
58,19.523169985041,11.4423605217046
59,14.6457149507478,8.73447645602431
60,15.5784188013058,11.5033784538698
61,9.45739160524681,8.61471672726723
62,15.0025515747257,10.5665614662212
63,17.4474648979958,11.1074011284226
64,13.937285260763,10.4077619041673
65,16.8694965762552,11.6625452974669
66,18.1238968856633,11.3750153632997
67,11.4665070187766,8.04188345927217
68,18.4881078032777,10.8300887970785
69,18.7383247748949,10.0244820331955
70,5.84652994410135,7.61224721611255
71,19.9601923336741,10.8940550755159
72,13.3542243635748,11.0993447197773
73,13.2458649738692,10.0417065007044
74,14.5410338824149,11.667641679012
75,8.33270332892425,8.04191572075665
76,9.74247783888131,7.7833959582959
77,15.2596279745921,9.79541745352829
78,12.3899222468026,9.74170317294252
79,11.6377977549564,11.303689956918
80,12.1011322911363,10.5253899653958
81,8.99468379793689,10.7993916513668
82,10.4003268748056,10.5755378318436
83,12.6678128924686,12.0360662708908
84,10.7345183589496,9.00260399709889
85,7.62172373128124,6.79583559028147
86,16.9160617014859,13.1087671440444
87,6.56831258209422,8.29301032491915
88,18.0178940540645,10.843560209637
89,16.9747883256059,10.5285579699214
90,19.0662680531386,10.7860921309319
91,17.6304432656616,11.3581802685039
92,7.85095212748274,7.2626527279872
93,15.8526099123992,11.7853835056474
94,11.6056690749247,9.51721232888118
95,16.7646633763798,11.1291203418114
96,13.6503929854371,9.66197248641456
97,9.61504667880945,10.115687175292
98,7.73479272029363,8.79007794610633
99,13.1171843444463,10.3943013607534
100,5.67747918074019,3.80455372920881
101,5.68409334402531,10.2385620791826
102,17.6000608329196,11.184493213494
103,14.3393062904943,11.1357741346583
104,14.8658991546836,10.9104563325286
105,8.42488036141731,10.2972036937575
106,9.10468873684295,10.2383374198696
